galaxy,radius_kpc,v_obs_kms,e_vobs_kms,v_gas_kms,v_disk_kms,v_bulge_kms,v_baryon_kms
UGC08286,5.67,82.1,2.02,23.39,33.69,0.0,41.01351240749809
UGC08286,6.15,82.9,2.0,22.11,32.23,0.0,39.08484360976771
UGC08286,6.62,83.2,2.0,22.46,30.9,0.0,38.20028272146687
UGC08286,7.1,83.5,2.02,26.07,29.56,0.0,39.41368417187107
UGC08286,7.57,83.8,2.0,25.72,28.4,0.0,38.315511219348224
UGC08286,8.04,84.3,2.0,26.3,27.44,0.0,38.00846747765556
UGC08490,0.34,38.8,3.69,0.91,27.87,0.0,27.88485251888559
UGC08490,0.68,50.1,3.69,7.1,39.52,0.0,40.152713482403655
UGC08490,1.02,60.2,3.69,10.23,44.52,0.0,45.68022876475117
UGC08490,1.36,68.2,3.69,12.18,46.26,0.0,47.83659686892453
UGC08490,1.69,72.8,3.69,14.42,45.8,0.0,48.01641802550457
UGC08490,2.03,75.3,3.69,15.29,45.05,0.0,47.5740118131738
UGC08490,2.37,76.6,3.69,18.41,43.11,0.0,46.876435444687985
UGC08490,2.7,77.6,3.69,20.65,41.2,0.0,46.08538271512997
UGC08490,3.05,78.5,3.69,21.24,39.62,0.0,44.954221158863376
UGC08490,3.38,78.2,3.69,22.11,38.18,0.0,44.11988780584103
UGC08490,3.72,78.8,3.69,23.77,36.93,0.0,43.91853595009743
UGC08490,4.06,79.2,3.69,25.04,35.68,0.0,43.58972355957307
UGC08490,4.39,79.2,3.69,24.74,34.2,0.0,42.21027836913659
UGC08490,4.74,79.2,3.69,24.74,32.41,0.0,40.773468088942344
UGC08490,5.08,78.8,3.69,23.87,31.05,0.0,39.16477243646387
UGC08490,5.41,78.5,3.69,22.31,29.85,0.0,37.26605157512666
UGC08490,5.75,80.1,3.69,22.6,28.79,0.0,36.600875672584664
UGC08490,6.09,80.1,3.69,23.18,27.84,0.0,36.22675806637961
UGC08490,6.42,80.1,3.69,22.99,26.98,0.0,35.44658657755355
UGC08490,6.77,80.1,3.69,22.99,26.18,0.0,34.84153412236608
UGC08490,7.11,79.8,3.69,22.8,25.47,0.0,34.18422004375703
UGC08490,7.44,79.8,3.69,23.87,24.82,0.0,34.435581888505965
UGC08490,7.78,79.5,3.69,24.06,24.22,0.0,34.13930286341535
UGC08490,8.12,79.5,3.69,22.89,23.66,0.0,32.92032350995354
UGC08490,8.46,78.8,3.69,23.09,23.15,0.0,32.696645087837375
UGC08490,8.8,77.9,3.69,23.38,22.65,0.0,32.5522180503879
UGC08490,9.13,77.2,3.69,22.8,22.21,0.0,31.829610428027546
UGC08490,9.47,77.6,3.69,22.21,21.79,0.0,31.114115767606187
UGC08490,9.77,76.6,3.69,22.21,21.43,0.0,30.863068544783424
UGC08490,10.15,77.6,3.69,22.5,21.0,0.0,30.777426793024787
UGC08550,0.49,25.0,2.04,3.42,17.04,0.0,17.379815879346936
UGC08550,0.97,42.5,2.7,4.1,26.7,0.0,27.012959852633696
UGC08550,1.47,48.0,2.15,10.21,28.91,0.0,30.659944553113593
UGC08550,1.95,49.2,2.08,12.59,27.91,0.0,30.61823312995053
UGC08550,2.44,50.4,2.06,13.04,24.63,0.0,27.868952258741267
UGC08550,2.92,51.6,2.04,12.14,22.08,0.0,25.197341129571587
UGC08550,3.41,53.2,2.0,13.38,20.22,0.0,24.24608834430824
UGC08550,3.89,55.1,2.05,14.95,18.69,0.0,23.9336290603828
UGC08550,4.39,57.8,2.24,18.33,17.42,0.0,25.287255683446556
UGC08550,4.88,57.3,2.0,21.25,16.4,0.0,26.842550176911285
UGC08550,5.36,57.5,2.0,22.04,15.57,0.0,26.984930980085906
UGC08699,0.22,152.0,39.4,0.62,26.39,158.03,160.21952877224425
UGC08699,0.43,167.0,32.9,1.83,47.21,231.8,236.56579000354216
UGC08699,0.65,179.0,20.9,2.76,65.47,250.59,259.01599680328627
UGC08699,0.87,188.0,15.7,3.59,80.81,244.02,257.077623685921
UGC08699,1.08,195.0,10.6,4.38,93.2,231.39,249.4929988997687
UGC08699,1.31,199.0,8.88,5.12,104.66,217.32,241.26316005557084
UGC08699,1.52,202.0,4.4,5.84,113.51,203.82,233.36927411293885
UGC08699,1.73,202.0,2.3,6.53,120.8,191.4,226.42712050458974
UGC08699,1.96,202.0,3.38,7.2,127.95,179.83,220.82090344892623
UGC08699,2.17,200.0,4.47,7.85,133.72,170.88,217.12354846952923
UGC08699,2.39,196.0,2.88,8.49,138.13,162.54,213.47418719835895
UGC08699,2.6,193.0,3.32,9.1,140.07,156.06,209.89792400116778
UGC08699,2.83,189.0,2.21,9.69,139.86,149.58,205.00949270704518
UGC08699,3.04,184.0,14.0,10.26,138.24,144.32,200.10953900301706
UGC08699,5.87,170.0,5.45,16.97,124.36,103.86,162.91190901834034
UGC08699,6.08,172.0,6.66,17.59,125.28,102.05,162.5382693398696
UGC08699,6.3,174.0,3.96,18.32,126.27,100.25,162.264591947843
UGC08699,6.52,176.0,5.18,18.94,127.31,98.55,162.10694679747687
UGC08699,6.74,178.0,3.04,19.56,128.27,96.92,161.95453960911377
UGC08699,6.95,180.0,2.75,20.18,129.11,95.45,161.82498879962887
UGC08699,7.16,182.0,2.34,20.9,130.08,94.04,161.8676558179552
UGC08699,7.39,183.0,3.39,21.52,131.37,92.56,162.13741363423804
UGC08699,7.6,184.0,7.58,22.25,132.89,91.28,162.74782026190087
UGC08699,7.82,185.0,6.08,22.97,134.56,89.98,163.4943879770801
UGC08699,8.03,186.0,6.73,23.7,136.18,88.8,164.29279472940985
UGC08699,8.26,187.0,6.83,24.42,137.94,87.55,165.1931672315777
UGC08699,8.47,187.0,6.11,25.15,139.4,86.46,165.95244529683796
UGC08699,8.68,188.0,4.78,25.77,140.55,85.41,166.47301132616062
UGC08699,8.91,188.0,4.14,26.49,141.3,84.3,166.6550332273226
UGC08699,9.53,187.0,5.93,28.25,140.15,81.51,164.5720665848248
UGC08699,9.78,187.0,7.63,28.97,138.99,80.46,163.1909697256561
UGC08699,9.99,186.0,7.89,29.6,137.71,79.61,161.79603270785103
UGC08699,10.21,186.0,9.86,30.11,136.12,78.75,160.11504926146074
UGC08699,11.46,182.0,2.51,33.53,126.5,74.33,150.5040192154349
UGC08699,13.39,177.0,3.62,37.77,114.46,68.77,138.76951178122664
UGC08699,15.21,175.0,6.71,39.12,106.58,64.52,130.58522581057935
UGC08699,17.13,177.0,6.13,39.12,99.72,60.8,123.17099009101128
UGC08699,19.06,180.0,3.95,39.01,94.0,57.64,116.96217208995394
UGC08699,20.99,181.0,4.46,38.7,89.28,54.92,111.7354679589252
UGC08699,22.92,182.0,7.09,37.05,85.64,52.56,107.09559141253202
UGC08699,25.7,183.0,7.49,34.05,80.57,49.64,100.57363968754436
UGC08837,0.52,7.31,2.12,-3.67,11.19,0.0,11.776459569836767
UGC08837,1.05,14.6,2.05,-4.64,16.58,0.0,17.217026456389036
UGC08837,1.57,21.0,2.05,2.4,20.63,0.0,20.769133347349857
UGC08837,2.09,28.1,2.06,12.6,23.82,0.0,26.94721506946497
UGC08837,2.63,35.3,2.5,16.76,25.79,0.0,30.75746576036459
UGC08837,3.15,43.0,3.38,17.12,27.83,0.0,32.674199301589624
UGC08837,3.68,46.6,3.15,20.09,26.92,0.0,33.590095266313256
UGC08837,4.2,48.0,3.0,22.95,25.81,0.0,34.53778510559124
UGC09037,2.43,62.2,5.69,10.89,136.53,0.0,136.96361925708595
UGC09037,3.65,88.2,3.85,14.29,148.1,0.0,148.78781569738834
UGC09037,4.86,107.0,4.42,16.72,150.72,0.0,151.64457392204972
UGC09037,6.08,120.0,3.93,25.95,151.05,0.0,153.2628624292265
UGC09037,7.29,124.0,5.15,32.85,157.64,0.0,161.02637082167627
UGC09037,8.51,128.0,4.29,38.2,155.32,0.0,159.9485617315767
UGC09037,9.73,133.0,5.36,40.33,153.04,0.0,158.26481131319116
UGC09037,10.96,138.0,6.78,39.17,152.74,0.0,157.682581473034
UGC09037,12.19,143.0,6.42,46.36,150.89,0.0,157.8513278373039
UGC09037,13.41,146.0,5.4,53.75,145.59,0.0,155.19507273106322
UGC09037,14.55,148.0,4.5,56.66,141.61,0.0,152.52458064194113
UGC09037,15.78,154.0,4.46,60.84,137.81,0.0,150.64229718110383
UGC09037,17.0,158.0,4.02,62.11,133.01,0.0,146.79683988424273
UGC09037,18.23,159.0,5.07,60.94,128.36,0.0,142.09142549781112
UGC09037,19.46,160.0,7.33,60.06,123.99,0.0,137.7705472878728
UGC09037,20.69,158.0,7.82,64.05,120.09,0.0,136.10294118791114
UGC09037,21.92,155.0,8.07,63.17,117.0,0.0,132.96408876083797
UGC09037,23.14,156.0,7.93,61.23,113.92,0.0,129.33243715325247
UGC09037,24.28,154.0,9.09,62.4,110.72,0.0,127.09318785835849
UGC09037,25.51,150.0,13.4,60.16,107.64,0.0,123.31096950393342
UGC09037,26.73,141.0,20.1,64.54,105.08,0.0,123.3175494404588
UGC09037,27.96,152.0,16.0,66.58,102.79,0.0,122.46910018449552
UGC09133,0.32,284.0,34.7,-3.24,26.79,189.88,191.7879456587405
UGC09133,0.63,282.0,18.8,-2.41,50.47,292.13,296.4674786549108
UGC09133,0.95,281.0,12.6,-0.21,72.14,320.6,328.6161646967477
UGC09133,1.26,280.0,10.6,2.45,90.82,326.59,338.99159724099354
UGC09133,1.58,280.0,10.8,3.54,108.12,325.9,343.38502588202647
UGC09133,1.89,279.0,7.67,4.4,123.29,320.4,343.33066291841743
UGC09133,2.21,279.0,11.2,5.23,137.43,313.32,342.17507244099477
UGC09133,2.52,279.0,4.45,6.01,149.84,305.5,340.32101859861666
UGC09133,2.84,279.0,5.03,6.75,161.33,297.22,338.24940472970536
UGC09133,3.15,279.0,4.26,7.48,171.56,290.7,337.63186164815664
UGC09133,3.47,279.0,4.14,8.19,181.11,286.88,339.3641740078054
UGC09133,3.79,279.0,5.73,8.9,189.8,283.42,341.21861965607917
UGC09133,4.1,280.0,4.52,9.6,197.34,279.37,342.17368762077547
UGC09133,4.42,280.0,4.86,10.25,204.41,274.03,342.02478199686055
UGC09133,4.73,280.0,1.59,10.97,210.6,267.5,340.63022605165264
UGC09133,5.05,281.0,1.85,11.69,215.35,260.4,338.11305594430985
UGC09133,5.36,282.0,4.81,12.31,218.91,253.49,335.15713374475564
UGC09133,5.68,282.0,20.3,13.02,222.04,246.69,332.15544267706946
UGC09133,5.99,283.0,12.8,13.74,224.98,240.45,329.5769872123962
UGC09133,6.31,284.0,8.08,14.46,228.22,234.35,327.43454689449004
UGC09133,6.62,284.0,7.81,15.07,231.93,228.92,326.22537638877816
UGC09133,6.94,285.0,10.4,15.79,235.94,223.68,325.49923210354893
UGC09133,7.57,286.0,6.82,17.23,242.45,214.14,323.93643666620767
UGC09133,7.89,287.0,13.4,17.95,243.91,209.75,322.19458887448747
UGC09133,8.2,287.0,10.5,18.77,244.06,205.73,319.75370115137054
UGC09133,8.31,288.0,2.93,18.97,244.14,204.35,318.9406261359628
UGC09133,8.52,288.0,5.58,19.59,244.43,201.86,317.61179543587485
UGC09133,8.83,288.0,5.74,20.3,245.34,198.26,316.08674948501084
UGC09133,9.15,288.0,7.0,21.12,245.9,194.78,314.40755843331755
UGC09133,9.78,289.0,12.7,22.56,245.25,188.37,310.06414336391754
UGC09133,10.1,289.0,3.89,23.18,244.0,185.3,307.26113063646693
UGC09133,11.04,288.0,5.02,25.23,239.18,177.32,298.8076433092032
UGC09133,11.36,288.0,3.39,25.74,237.64,174.8,296.1255767406794
UGC09133,11.67,288.0,10.7,26.35,236.26,172.47,293.69884405628835
UGC09133,13.57,285.0,4.07,29.02,230.28,159.94,281.87203195776624
UGC09133,13.88,284.0,8.92,29.38,229.01,158.15,279.8574404942631
UGC09133,14.2,284.0,5.69,29.84,228.03,156.35,278.088886868929
UGC09133,16.61,278.0,9.14,32.61,219.86,144.57,265.14584024645757
UGC09133,19.35,273.0,6.1,35.69,212.46,133.94,253.67883494686743
UGC09133,22.19,269.0,2.26,39.89,201.82,125.08,240.76447183918143
UGC09133,24.92,265.0,1.32,44.61,194.49,118.03,231.83505580476825
UGC09133,27.66,262.0,3.15,49.22,187.22,112.03,223.66192724735248
UGC09133,30.5,257.0,4.71,51.48,179.93,106.69,215.42458401955892
UGC09133,33.23,252.0,4.96,51.89,173.14,102.21,207.64613119439522
UGC09133,35.96,247.0,2.58,50.25,166.11,98.25,199.42581853912498
UGC09133,38.8,242.0,2.52,48.3,159.33,94.59,191.48422128206806
UGC09133,41.54,238.0,2.3,47.17,153.43,91.42,184.72517478676264
UGC09133,44.27,235.0,0.63,47.68,147.95,88.55,178.89574449941506
UGC09133,47.11,236.0,1.4,49.73,142.73,85.84,173.82011218498278
UGC09133,49.84,239.0,2.07,50.56,138.21,83.46,169.18596070596402
UGC09133,52.58,242.0,2.63,49.43,133.98,81.25,164.30315821675492
UGC09133,55.42,245.0,1.64,49.12,129.96,79.14,159.8921999348311
UGC09133,58.15,247.0,1.31,50.56,126.43,77.26,156.556590726804
UGC09133,60.89,246.0,2.14,53.22,123.2,75.51,153.9882089641931
UGC09133,63.62,243.0,4.0,53.84,120.17,73.87,150.984606500133
UGC09133,66.46,239.0,4.67,53.63,117.27,72.27,147.822131969472
UGC09133,69.19,234.0,5.12,53.12,114.7,70.83,144.89552546576448
UGC09133,71.93,230.0,2.1,53.02,112.26,69.47,142.26562796403073
UGC09133,74.77,228.0,1.32,53.32,109.91,68.14,139.87955568988627
UGC09133,77.5,228.0,1.6,54.04,107.81,66.93,137.92368397052047
UGC09133,80.23,227.0,3.16,54.66,105.81,65.78,136.05322524659238
UGC09133,83.07,226.0,3.48,54.96,103.86,64.64,134.1112627634234
UGC09133,85.81,224.0,3.71,54.86,102.09,63.6,132.20040733674008
UGC09133,88.54,222.0,1.49,54.35,100.4,62.62,130.21269868949034
UGC09133,91.38,222.0,1.18,53.73,98.74,61.64,128.2029254736412
UGC09133,94.12,224.0,1.22,53.22,97.22,60.73,126.38128698505962
UGC09133,99.69,227.0,2.8,52.91,94.34,59.01,123.21397566834698
UGC09133,108.31,229.0,4.12,51.38,90.37,56.61,118.36947832950858
UGC09992,0.78,28.1,5.66,6.39,20.31,0.0,21.291505348377786
UGC09992,1.55,31.3,5.66,10.35,23.49,0.0,25.66909815322696
UGC09992,2.34,33.0,5.66,14.5,22.94,0.0,27.138415576448086
UGC09992,3.12,33.4,5.66,17.55,22.52,0.0,28.550882648352573
UGC09992,3.89,34.3,5.66,17.55,22.05,0.0,28.181642961332116
UGC10310,1.1,33.2,5.06,3.45,21.28,0.0,21.557850078335733
UGC10310,2.21,54.6,5.06,6.51,35.54,0.0,36.13131190532666
UGC10310,3.31,65.7,5.06,11.85,39.59,0.0,41.32542316782734
UGC10310,4.42,69.2,5.06,18.75,38.75,0.0,43.047938394306414
UGC10310,5.52,70.9,5.06,26.75,39.1,0.0,47.37480870673781
UGC10310,6.64,72.4,5.06,30.8,37.98,0.0,48.8990838359984
UGC10310,7.74,73.2,5.06,30.9,35.45,0.0,47.02672112746114
UGC11455,0.62,35.1,4.01,0.82,71.2,0.0,71.20472175354666
UGC11455,1.23,64.6,4.19,1.0,112.64,0.0,112.64443883299343
UGC11455,1.83,80.1,6.32,2.09,139.71,0.0,139.72563186473698
UGC11455,2.47,113.0,10.4,3.39,159.08,0.0,159.1161164055986
UGC11455,3.08,136.0,7.59,2.17,171.23,0.0,171.24374966695865
UGC11455,3.68,150.0,7.75,0.18,180.9,0.0,180.90008955221666
UGC11455,4.32,171.0,9.19,0.0,190.21,0.0,190.21
UGC11455,4.91,192.0,9.16,0.2,198.61,0.0,198.61010069983854
UGC11455,5.53,197.0,9.96,0.2,213.09,0.0,213.09009385703504
UGC11455,6.17,195.0,12.4,0.0,230.24,0.0,230.24
UGC11455,6.78,196.0,7.09,0.58,253.17,0.0,253.17066437484416
UGC11455,7.38,216.0,5.99,2.58,275.53,0.0,275.54207900064915
UGC11455,8.0,225.0,5.24,0.0,287.96,0.0,287.96
UGC11455,8.62,240.0,6.15,0.0,290.86,0.0,290.86
UGC11455,9.23,247.0,4.37,7.92,295.63,0.0,295.7360703397541
UGC11455,9.85,254.0,6.48,16.06,302.1,0.0,302.52658329475776
UGC11455,10.43,257.0,7.41,21.24,307.81,0.0,308.54194803948457
UGC11455,11.05,273.0,5.38,23.48,312.49,0.0,313.37088329964547
UGC11455,11.67,272.0,5.98,24.19,316.07,0.0,316.9943232930205
UGC11455,12.19,270.0,20.9,23.78,319.44,0.0,320.3239016995141
UGC11455,12.91,279.0,9.4,22.46,323.2,0.0,323.97946169471913
UGC11455,14.56,287.0,10.8,23.48,326.62,0.0,327.4628754530809
UGC11455,16.63,291.0,10.0,24.49,316.26,0.0,317.20679012278407
UGC11455,17.77,286.0,9.67,24.49,310.12,0.0,311.0854778031273
UGC11455,18.49,288.0,6.96,26.12,307.21,0.0,308.31840441335964
UGC11455,20.24,289.0,6.63,41.26,301.54,0.0,304.3497317232266
UGC11455,22.62,288.0,10.0,55.9,294.39,0.0,299.6502663105775
UGC11455,24.89,269.0,8.23,53.66,286.32,0.0,291.30488839015385
UGC11455,27.06,267.0,7.11,52.14,273.02,0.0,277.95413290685207
UGC11455,29.13,272.0,5.36,47.05,261.41,0.0,265.61041131702655
UGC11455,31.3,274.0,5.78,45.53,250.43,0.0,254.5351956017085
UGC11455,33.46,259.0,5.81,50.92,239.85,0.0,245.1955727577478
UGC11455,35.53,272.0,6.69,49.39,229.51,0.0,234.76416293804297
UGC11455,37.7,274.0,6.39,46.04,219.93,0.0,224.69732196891002
UGC11455,39.87,272.0,5.59,49.19,212.13,0.0,217.75856584759185
UGC11455,41.93,266.0,8.82,49.09,205.47,0.0,211.25280826535774
UGC11557,0.33,4.0,7.9,1.71,21.94,0.0,22.006537664975834
UGC11557,0.99,17.0,8.6,2.41,47.32,0.0,47.3813307115788
UGC11557,1.76,33.3,7.9,-7.34,59.39,0.0,59.84185575331033
UGC11557,2.42,44.9,10.5,-10.59,70.77,0.0,71.55795553256115
UGC11557,3.19,53.0,7.9,0.97,81.19,0.0,81.19579422605582
UGC11557,3.85,60.8,7.9,9.74,83.68,0.0,84.24494050089893
UGC11557,4.62,69.0,7.9,11.43,87.03,0.0,87.77736496386754
UGC11557,5.28,76.6,7.9,16.36,90.49,0.0,91.95699918983871
UGC11557,5.94,85.0,7.9,17.72,93.96,0.0,95.6163165992081
UGC11557,7.04,78.1,6.7,24.54,93.48,0.0,96.64741072579234
UGC11557,8.8,81.6,6.7,35.45,87.18,0.0,94.1119275118728
UGC11557,10.56,84.5,6.7,33.35,79.1,0.0,85.84306902714977
UGC11820,0.26,16.0,5.09,-0.43,8.55,0.0,8.56080603681686
UGC11820,0.44,18.9,4.44,1.29,13.84,0.0,13.899989208628904
UGC11820,0.61,25.8,3.36,1.97,18.2,0.0,18.306307656105858
UGC11820,0.79,35.8,3.79,2.55,21.35,0.0,21.501744115303765
UGC11820,1.01,44.1,7.91,3.22,24.45,0.0,24.66112122349671
UGC11820,5.26,59.65,0.98,17.11,26.68,0.0,31.69502326864582
UGC11820,7.91,69.15,1.23,28.49,24.35,0.0,37.47802822988424
UGC11820,10.52,76.95,0.54,35.7,21.4,0.0,41.62271014722612
UGC11820,13.14,81.25,0.73,35.45,18.93,0.0,40.18765233252622
UGC11820,15.82,84.45,1.31,35.37,17.02,0.0,39.25197192498741
UGC11914,0.28,168.0,49.7,0.42,42.14,211.56,215.7164564886045
UGC11914,0.37,187.0,40.2,0.61,53.98,220.85,227.35200680882497
UGC11914,0.47,204.0,26.9,0.79,66.33,227.4,236.8777173986612
UGC11914,0.56,218.0,23.5,0.96,76.79,231.5,243.90546467842825
UGC11914,0.65,232.0,8.63,1.14,86.68,234.01,249.5503999195353
UGC11914,0.75,243.0,4.97,1.31,97.06,236.69,255.82125752173138
UGC11914,0.84,253.0,3.65,1.48,105.9,240.47,262.76000704064535
UGC11914,0.93,262.0,2.86,1.66,114.28,245.03,270.37450859872126
UGC11914,1.03,269.0,3.8,1.83,123.11,249.19,277.9479755277955
UGC11914,1.12,275.0,5.39,2.0,130.64,251.82,283.6972365039885
UGC11914,1.21,280.0,5.01,2.17,137.79,253.43,288.4745359646151
UGC11914,1.3,284.0,10.0,2.33,144.6,253.93,292.2242868072399
UGC11914,1.41,287.0,6.59,2.5,152.47,253.45,295.78751393525727
UGC11914,1.5,289.0,3.56,2.66,158.56,252.44,298.1179343816806
UGC11914,1.59,290.0,6.13,2.82,164.36,251.04,300.07206401129713
UGC11914,1.68,291.0,10.2,2.97,169.88,249.18,301.59361349338946
UGC11914,1.78,292.0,8.61,3.12,175.7,246.75,302.92868286116453
UGC11914,1.87,292.0,11.2,3.26,180.66,244.32,303.8764972813791
UGC11914,1.96,291.0,5.15,3.39,185.38,241.92,304.7991517376648
UGC11914,2.05,291.0,4.92,3.5,189.88,239.71,305.82274032517597
UGC11914,2.16,291.0,9.32,3.61,195.08,237.06,307.02879685788434
UGC11914,2.25,290.0,7.19,3.7,199.1,234.93,307.9717599066512
UGC11914,2.34,290.0,12.2,3.76,202.92,232.89,308.914901065002
UGC11914,2.43,290.0,7.94,3.79,206.55,231.12,309.989872415213
UGC11914,2.46,290.0,5.16,3.79,207.71,230.63,310.3997504831471
UGC11914,2.53,290.0,3.56,3.79,210.36,229.44,311.3011521019477
UGC11914,2.62,290.0,3.79,3.8,213.61,227.9,312.381308819846
UGC11914,2.71,290.0,5.65,3.81,216.71,226.55,313.5325225554759
UGC11914,2.8,290.0,9.38,3.84,219.64,225.09,314.51865334189637
UGC11914,2.99,290.0,10.6,3.94,225.37,221.46,315.9931836290144
UGC11914,3.28,291.0,15.3,4.12,233.01,215.11,317.14814613993883
UGC11914,3.74,292.0,18.8,4.56,241.64,204.42,316.5410235656667
UGC11914,3.83,292.0,15.2,4.69,242.91,202.36,316.19113491684107
UGC11914,4.02,292.0,19.8,5.12,245.41,198.15,315.4610990280735
UGC11914,4.09,292.0,2.4,5.35,246.19,196.62,315.11515831517846
UGC11914,4.12,292.0,9.0,5.4,246.51,195.97,314.9612372975443
UGC11914,4.3,291.0,8.71,6.12,248.01,192.16,313.80229460601464
UGC11914,4.39,291.0,7.92,6.56,248.54,190.25,313.06585201838925
UGC11914,4.49,291.0,8.84,7.04,249.06,188.24,312.2735064010394
UGC11914,4.58,290.0,4.2,7.58,249.41,186.48,311.5085791755983
UGC11914,4.87,289.0,10.6,9.59,250.14,181.04,308.9295539439372
UGC11914,4.91,288.0,2.26,10.06,250.19,180.31,308.55783218061407
UGC11914,4.96,288.0,6.97,10.42,250.25,179.41,308.0934712063857
UGC11914,5.05,287.0,3.23,11.18,250.32,177.88,307.28877167901857
UGC11914,5.14,287.0,10.2,12.03,250.34,176.33,306.4426624998549
UGC11914,5.24,286.0,10.3,12.78,250.33,174.68,305.5184768553287
UGC11914,5.33,286.0,17.8,13.42,250.26,173.23,304.66177459602636
UGC11914,5.42,285.0,11.4,14.16,250.17,171.83,303.8273907994472
UGC11914,5.51,285.0,12.0,14.91,250.09,170.39,302.98526086263666
UGC11914,5.61,284.0,4.03,15.66,250.01,168.9,302.1215743703187
UGC11914,5.71,284.0,4.73,16.4,249.99,167.49,301.3583584372599
UGC11914,5.8,283.0,6.44,17.15,249.96,166.22,300.67126982802995
UGC11914,5.89,283.0,4.96,17.89,249.9,164.93,299.9532746945764
UGC11914,5.98,283.0,5.37,18.64,249.84,163.71,299.2798678494763
UGC11914,6.08,283.0,11.0,19.38,249.76,162.34,298.51284327479107
UGC11914,6.15,283.0,1.14,20.02,249.7,161.44,298.01638210004495
UGC11914,6.17,283.0,17.3,20.24,249.69,161.19,297.8875119906842
UGC11914,6.26,283.0,7.94,21.09,249.61,160.0,297.237178360985
UGC11914,6.35,283.0,18.3,21.83,249.49,158.86,296.5776603185075
UGC11914,6.73,284.0,10.5,24.6,248.66,154.26,293.654734680032
UGC11914,6.83,284.0,9.37,25.24,248.3,153.14,292.81701999713067
UGC11914,6.92,285.0,12.9,25.88,247.92,152.15,292.0337708211158
UGC11914,7.37,288.0,1.24,28.33,245.58,147.41,287.8225727770496
UGC11914,8.6,297.0,2.13,31.2,235.09,136.47,273.6143435567661
UGC11914,9.83,305.0,5.07,29.29,222.03,127.66,257.7834374043453
UGC12506,0.82,107.0,25.6,8.12,32.7,0.0,33.69309127996421
UGC12506,2.46,159.0,26.5,22.67,79.76,0.0,82.91915641153135
UGC12506,4.1,194.0,13.9,31.68,107.57,0.0,112.13798330628208
UGC12506,5.74,198.0,14.6,34.72,124.14,0.0,128.90390994845734
UGC12506,7.38,211.0,13.2,31.78,137.6,0.0,141.22226594981402
UGC12506,9.02,222.0,13.6,23.89,155.68,0.0,157.50236347433014
UGC12506,10.65,230.0,11.6,14.68,168.58,0.0,169.21796240352265
UGC12506,12.29,239.0,11.6,14.98,175.29,0.0,175.92891888487236
UGC12506,13.93,237.0,11.6,26.72,175.91,0.0,177.92775640691926
UGC12506,15.57,240.0,11.6,39.88,176.17,0.0,180.6274710557616
UGC12506,17.21,245.0,11.6,50.51,175.33,0.0,182.46059574604047
UGC12506,18.85,249.0,11.6,57.09,172.3,0.0,181.5118676560847
UGC12506,20.49,248.0,11.6,60.02,168.12,0.0,178.51256202295679
UGC12506,22.13,250.0,11.6,60.43,164.68,0.0,175.417465778069
UGC12506,23.77,255.0,11.6,58.91,161.19,0.0,171.61761040173005
UGC12506,25.41,244.0,14.9,57.29,157.33,0.0,167.436175899953
UGC12506,27.05,244.0,11.6,58.0,153.64,0.0,164.22317010702233
UGC12506,28.68,249.0,11.6,61.94,149.77,0.0,162.0728740412781
UGC12506,30.32,251.0,11.6,65.99,146.07,0.0,160.28451266419972
UGC12506,31.96,249.0,11.6,67.21,143.32,0.0,158.29657766357425
UGC12506,33.6,244.0,12.9,64.98,140.67,0.0,154.95305514897083
UGC12506,35.24,239.0,16.2,62.25,138.0,0.0,151.39043067512557
UGC12506,36.88,238.0,18.4,61.64,135.58,0.0,148.93430095179554
UGC12506,38.52,241.0,24.9,63.36,133.6,0.0,147.86294194286816
UGC12506,40.16,237.0,23.0,64.98,131.71,0.0,146.86702999652442
UGC12506,41.8,228.0,14.0,64.88,130.03,0.0,145.3176358877339
UGC12506,43.44,233.0,16.9,63.87,129.69,0.0,144.56442508445846
UGC12506,45.08,233.0,13.7,64.47,130.42,0.0,145.48456034919994
UGC12506,46.71,230.0,11.6,69.03,123.79,0.0,141.73603987694875
UGC12506,48.35,226.0,11.6,76.21,119.55,0.0,141.77505633925875
UGC12506,49.99,225.0,11.6,82.59,116.42,0.0,142.74005919853053
UGC12632,0.71,24.1,7.55,0.75,14.22,0.0,14.239764745247726
UGC12632,1.42,33.6,5.02,2.55,19.97,0.0,20.132148419878092
UGC12632,2.14,44.8,3.38,7.39,23.97,0.0,25.08332115171354
UGC12632,2.85,54.4,2.9,10.7,26.52,0.0,28.597209654090378
UGC12632,3.55,57.4,2.89,12.26,27.06,0.0,29.707763295138864
UGC12632,4.26,61.4,3.44,12.02,28.45,0.0,30.88499473854577
UGC12632,4.97,63.8,3.64,14.16,29.24,0.0,32.48820093510873
UGC12632,5.69,65.5,3.82,15.95,29.3,0.0,33.3600434651995
UGC12632,6.4,67.6,3.54,18.56,30.76,0.0,35.92563430198554
UGC12632,7.11,69.2,2.91,22.61,29.42,0.0,37.10456171416124
UGC12632,7.82,70.3,2.79,26.3,28.8,0.0,39.001666631055656
UGC12632,8.52,71.4,2.93,28.44,27.59,0.0,39.62375171535376
UGC12632,9.25,73.2,3.0,29.27,27.31,0.0,40.03209962017981
UGC12632,9.95,73.0,2.81,30.7,26.87,0.0,40.798123731367845
UGC12632,10.66,73.1,2.79,31.41,26.73,0.0,41.24416322341866
