galaxy,radius_kpc,v_obs_kms,e_vobs_kms,v_gas_kms,v_disk_kms,v_bulge_kms,v_baryon_kms
NGC6946,2.34,138.0,8.0,6.51,151.17,86.94,174.5087751375271
NGC6946,2.71,139.0,5.0,6.44,166.55,80.79,185.22256935913614
NGC6946,2.99,143.0,3.0,6.38,170.5,76.91,187.15261820236447
NGC6946,3.37,146.0,2.0,7.55,177.07,72.44,191.46368062899032
NGC6946,3.74,154.0,2.0,10.54,180.71,68.77,193.64015234449698
NGC6946,4.12,161.0,1.0,12.86,184.13,65.52,195.86246935030712
NGC6946,4.4,167.0,2.0,13.54,187.91,63.4,198.77892166927558
NGC6946,4.77,173.0,2.0,14.41,193.15,60.89,203.03241785488345
NGC6946,5.15,176.0,4.0,17.51,197.95,58.6,207.18292062812512
NGC6946,5.52,178.0,5.0,20.8,204.45,56.6,213.15722483650418
NGC6946,5.89,180.0,3.0,23.41,204.89,54.8,213.37989642888104
NGC6946,6.17,179.0,4.0,25.15,201.57,53.54,210.07027157596573
NGC6946,6.55,180.0,5.0,27.66,200.86,51.96,209.30756508067262
NGC6946,6.92,181.0,4.0,31.15,201.34,50.55,209.91288812266865
NGC6946,7.3,179.0,4.0,34.05,198.33,49.22,207.1637029018356
NGC6946,7.58,179.0,2.0,34.92,194.96,48.3,203.8668634182613
NGC6946,7.95,179.0,1.0,35.89,189.92,47.17,198.95403338459866
NGC6946,8.33,178.0,1.0,37.34,184.93,46.08,194.20799906286044
NGC6946,8.7,177.0,2.0,38.88,182.77,45.09,192.2228794914903
NGC6946,9.08,176.0,2.0,39.08,181.24,44.13,190.5849965238607
NGC6946,9.36,173.0,3.0,38.4,179.87,43.47,188.9905230428235
NGC6946,9.73,172.0,2.0,37.72,177.19,42.63,186.10860109086843
NGC6946,10.1,172.0,2.0,37.43,174.69,41.85,183.4912082362531
NGC6946,10.48,170.0,2.0,37.14,171.99,41.08,180.68620893693023
NGC6946,10.76,171.0,2.0,36.66,170.15,40.54,178.71337303067168
NGC6946,11.13,174.0,2.0,35.89,167.51,39.86,175.88778183830735
NGC6946,11.51,174.0,2.0,36.08,164.95,39.2,173.34044219396694
NGC6946,11.88,175.0,2.0,36.76,162.35,38.58,170.87198863476715
NGC6946,12.26,174.0,2.0,37.82,159.81,37.98,168.55879953298196
NGC6946,12.54,173.0,6.0,38.79,158.0,37.55,166.96905881030773
NGC6946,12.91,173.0,6.0,40.14,155.62,37.01,164.91981112043513
NGC6946,13.29,173.0,8.0,42.08,153.17,36.48,162.98026168834065
NGC6946,13.66,175.0,9.0,44.01,150.89,35.98,161.24277534202886
NGC6946,14.03,174.0,9.0,45.46,148.68,35.5,159.47602954676293
NGC6946,14.31,171.0,9.0,46.53,147.06,35.16,158.20211787457208
NGC6946,14.69,167.0,8.0,45.94,144.87,34.7,155.89063634484273
NGC6946,15.06,165.0,7.0,44.59,142.8,34.27,153.4748871965704
NGC6946,15.44,163.0,8.0,44.01,140.8,33.84,151.3494819944885
NGC6946,15.72,162.0,8.0,44.2,139.35,33.54,149.98997999866523
NGC6946,16.09,161.0,9.0,33.85,137.46,33.15,145.39599925720103
NGC6946,16.47,159.0,10.0,33.85,135.59,32.77,143.5421314457884
NGC6946,16.84,158.0,10.0,33.85,133.88,32.41,141.84528543451842
NGC6946,17.21,157.0,10.0,33.85,132.2,32.06,140.1802628760554
NGC6946,17.5,157.0,10.0,33.85,130.89,31.79,138.88347165879745
NGC6946,17.87,157.0,9.0,33.85,129.3,31.46,137.31002913115998
NGC6946,18.24,160.0,11.0,33.85,127.8,31.14,135.8247477450262
NGC6946,18.62,159.0,12.0,33.85,126.3,30.82,134.34055567846963
NGC6946,18.9,160.0,14.0,33.85,125.2,30.59,133.25393277498418
NGC6946,19.27,158.0,16.0,33.85,123.92,30.3,131.98514651278
NGC6946,19.65,155.0,18.0,33.85,122.75,30.0,130.81813712173096
NGC6946,20.02,157.0,19.0,33.85,121.08,29.72,129.18772116575167
NGC6946,20.4,154.0,21.0,33.85,119.5,29.44,127.64319840868922
NGC7331,2.67,221.0,20.0,-12.02,317.9,136.84,346.30922020645073
NGC7331,3.21,237.0,13.0,-12.52,344.05,124.77,366.1894397712747
NGC7331,3.74,249.0,8.0,-12.91,365.51,115.63,383.58118449684156
NGC7331,4.27,250.0,5.0,-12.71,368.89,108.22,384.6465190275352
NGC7331,4.81,253.0,5.0,-11.52,367.77,101.96,381.81582588991773
NGC7331,5.35,257.0,5.0,-9.56,371.23,96.68,383.73184504286326
NGC7331,5.88,257.0,5.0,-6.26,365.05,92.22,376.5703367234334
NGC7331,6.41,257.0,5.0,4.8,360.1,88.33,370.806201269612
NGC7331,7.48,257.0,5.0,12.22,345.54,81.76,355.2913137131275
NGC7331,8.55,255.0,5.0,16.59,324.23,76.48,333.54086915998766
NGC7331,9.62,248.0,6.0,22.45,311.29,72.1,320.31839878470925
NGC7331,10.66,247.0,6.0,28.21,299.93,68.49,308.94123891122075
NGC7331,11.74,246.0,6.0,33.77,288.64,65.26,297.84615172937856
NGC7331,12.83,244.0,6.0,38.94,280.42,62.43,289.9124090134812
NGC7331,13.91,242.0,4.0,43.31,272.13,59.96,282.00300459392275
NGC7331,15.0,238.0,3.0,45.59,263.74,57.74,273.80858879881765
NGC7331,16.08,236.0,3.0,47.38,256.44,55.77,266.6770160700018
NGC7331,17.07,233.0,3.0,49.66,250.86,54.12,261.3920993450261
NGC7331,18.15,234.0,3.0,53.93,245.89,52.49,257.14886175132096
NGC7331,19.24,236.0,3.0,57.71,242.0,50.98,253.95551677409964
NGC7331,20.32,237.0,3.0,60.09,237.62,49.61,250.0704392766166
NGC7331,21.41,238.0,3.0,61.78,231.06,48.33,244.01082127643437
NGC7331,22.49,240.0,3.0,63.67,224.49,47.15,238.06039464808086
NGC7331,23.48,238.0,3.0,64.56,219.56,46.15,233.46179494726755
NGC7331,24.57,237.0,3.0,62.97,214.35,45.11,227.91677318705615
NGC7331,25.65,236.0,3.0,61.48,209.72,44.15,222.9607393690647
NGC7331,26.74,238.0,3.0,60.79,205.21,43.24,218.34895419946486
NGC7331,27.82,239.0,3.0,59.4,200.95,42.4,213.79200756810343
NGC7331,28.91,239.0,3.0,57.31,196.85,41.59,209.1986775770822
NGC7331,29.89,241.0,4.0,55.13,193.34,40.9,205.16452544238734
NGC7331,30.98,236.0,4.0,52.84,189.65,40.18,200.93188024800844
NGC7331,32.06,236.0,5.0,51.55,186.2,39.49,197.19863741922762
NGC7331,33.15,239.0,5.0,51.35,182.89,38.84,193.8920323272723
NGC7331,34.23,237.0,5.0,50.86,179.88,38.22,190.79916771306944
NGC7331,35.32,241.0,7.0,49.27,177.27,37.63,187.79830324047128
NGC7331,36.31,238.0,9.0,47.97,173.78,37.11,184.05912473985092
NGC7793,0.11,9.1,8.5,0.65,27.23,0.0,27.237756882680337
NGC7793,0.14,17.6,7.4,0.65,29.91,0.0,29.917062021528785
NGC7793,0.17,19.3,7.4,0.65,32.32,0.0,32.32653553970793
NGC7793,0.21,24.8,6.4,0.65,35.62,0.0,35.62593016329538
NGC7793,0.24,30.0,7.2,0.74,37.98,0.0,37.98720837334589
NGC7793,0.28,35.0,7.3,0.9,40.67,0.0,40.67995698129486
NGC7793,0.32,38.3,7.6,1.05,43.2,0.0,43.212758532637096
NGC7793,0.35,42.7,8.8,1.21,45.04,0.0,45.056250398807045
NGC7793,0.39,47.0,5.3,1.36,47.33,0.0,47.3495353725884
NGC7793,0.42,49.8,5.6,1.52,48.89,0.0,48.91362284681028
NGC7793,0.46,52.2,6.2,1.67,51.0,0.0,51.02733483144108
NGC7793,0.49,53.4,6.3,1.83,52.6,0.0,52.63182402311362
NGC7793,0.53,54.6,5.9,1.99,54.8,0.0,54.83612039522854
NGC7793,0.56,55.5,6.9,2.12,56.23,0.0,56.269950239892694
NGC7793,0.6,55.9,7.5,2.23,57.57,0.0,57.61317384071112
NGC7793,0.63,58.3,7.4,2.35,58.53,0.0,58.57715766405878
NGC7793,0.66,59.3,6.3,2.47,59.59,0.0,59.64116866728887
NGC7793,0.7,59.5,6.7,2.59,61.08,0.0,61.13488774832256
NGC7793,0.87,59.1,5.1,3.18,66.09,0.0,66.16646053704248
NGC7793,1.05,62.6,5.5,3.96,69.65,0.0,69.76248347070222
NGC7793,1.22,65.6,4.8,5.5,72.34,0.0,72.54878083055566
NGC7793,1.4,70.7,4.6,7.05,75.45,0.0,75.77865794536085
NGC7793,1.57,73.9,4.0,8.58,78.94,0.0,79.40491168687237
NGC7793,1.75,78.5,4.2,10.09,82.71,0.0,83.32317924803397
NGC7793,1.92,82.4,4.6,11.55,87.55,0.0,88.30857829225879
NGC7793,2.1,87.1,4.9,13.06,92.38,0.0,93.2985959165517
NGC7793,2.27,89.6,5.4,14.78,95.96,0.0,97.09155473057375
NGC7793,2.45,94.9,5.7,16.4,96.45,0.0,97.83436257266666
NGC7793,2.62,98.1,5.0,18.13,95.98,0.0,97.67731210470527
NGC7793,2.79,99.3,5.7,20.29,96.23,0.0,98.34580316414117
NGC7793,2.97,98.6,7.2,22.34,96.64,0.0,99.18853361150168
NGC7793,3.16,101.0,8.7,24.5,96.45,0.0,99.51307703010696
NGC7793,3.33,103.0,9.4,26.22,95.51,0.0,99.04366966141754
NGC7793,3.51,107.0,9.1,27.95,94.38,0.0,98.4316356665884
NGC7793,3.68,114.0,7.4,29.68,93.3,0.0,97.90706001101248
NGC7793,3.85,112.0,8.1,29.78,92.28,0.0,96.966214734824
NGC7793,4.03,114.0,7.6,30.0,91.15,0.0,95.96000468945383
NGC7793,4.2,116.0,7.2,30.11,89.82,0.0,94.73248914707139
NGC7793,4.38,114.0,7.8,30.65,88.18,0.0,93.35488685655402
NGC7793,4.73,114.0,11.4,31.83,85.52,0.0,91.25140711243854
NGC7793,5.25,109.0,9.9,33.35,82.4,0.0,88.89309590738755
NGC7793,5.78,107.0,12.6,34.64,77.56,0.0,84.94400037671878
NGC7793,6.3,105.0,12.5,34.75,74.17,0.0,81.90696795755535
NGC7793,6.82,101.0,5.2,33.99,71.94,0.0,79.56559369476231
NGC7793,7.35,94.5,4.6,32.7,69.09,0.0,76.43767461141135
NGC7793,7.87,90.8,6.1,30.97,66.92,0.0,73.73891306494828
NGC7814,0.63,265.0,15.0,-0.69,39.69,345.22,347.4947778024873
NGC7814,1.72,250.0,15.0,-2.33,81.63,298.99,309.9417782423015
NGC7814,2.79,233.0,7.29,-3.94,104.82,255.24,275.9532815532368
NGC7814,3.91,230.0,6.45,-5.06,118.95,225.3,254.82306822577897
NGC7814,5.03,228.0,5.37,-3.48,122.96,203.41,237.71180050641155
NGC7814,6.14,228.0,5.16,1.4,120.03,186.27,221.59800044224227
NGC7814,7.26,227.0,5.94,-1.38,115.88,172.25,207.60573522906344
NGC7814,8.37,226.0,3.0,5.96,113.5,160.83,196.93669160418025
NGC7814,9.5,223.0,3.92,11.22,109.97,151.12,187.23392774815147
NGC7814,10.65,219.0,2.9,16.09,105.99,142.79,178.55461993462953
NGC7814,11.74,216.0,2.55,18.57,102.02,136.04,171.0549820964008
NGC7814,12.82,214.0,2.55,19.07,97.84,130.19,163.9687976415025
NGC7814,14.01,214.0,3.07,17.78,93.27,124.54,156.60661831480814
NGC7814,15.09,214.0,3.61,20.16,89.43,120.01,151.01837835177545
NGC7814,16.18,214.0,4.46,23.24,85.93,115.89,146.13197665124494
NGC7814,17.36,214.0,5.07,23.44,82.48,111.88,140.95927922630705
NGC7814,18.44,214.0,4.78,23.34,79.67,108.55,136.65711470684576
NGC7814,19.53,214.0,4.87,22.64,77.35,105.49,132.75440557661352
PGC51017,0.33,20.5,4.17,5.04,10.8,0.0,11.918120657217731
PGC51017,0.99,19.9,1.82,10.8,19.85,0.0,22.59784281740184
PGC51017,1.65,19.3,1.69,12.3,20.13,0.0,23.590398470564246
PGC51017,2.31,18.8,1.9,12.7,18.24,0.0,22.22583181795453
PGC51017,2.97,18.2,1.74,13.3,16.21,0.0,20.967930274588383
PGC51017,3.63,18.3,2.22,14.2,14.5,0.0,20.29507329378241
UGC00128,1.25,34.1,18.8,1.71,29.4,0.0,29.44968760445516
UGC00128,3.75,78.4,6.54,4.27,49.15,0.0,49.3351335257137
UGC00128,6.25,96.9,2.44,7.23,50.52,0.0,51.03472641251249
UGC00128,8.76,108.0,1.26,11.57,51.47,0.0,52.7543912864133
UGC00128,11.25,113.0,1.0,13.37,53.63,0.0,55.271455562523414
UGC00128,13.74,114.0,0.86,16.66,57.25,0.0,59.62481111081192
UGC00128,16.22,121.0,0.68,23.15,57.75,0.0,62.2172403759601
UGC00128,18.71,126.0,0.55,30.33,55.23,0.0,63.01001348992079
UGC00128,21.3,128.0,0.63,35.52,52.6,0.0,63.46991728370221
UGC00128,23.79,129.0,0.61,39.51,50.52,0.0,64.13509569650614
UGC00128,26.28,129.0,0.65,42.0,47.75,0.0,63.592943790958444
UGC00128,28.77,131.0,0.73,44.9,45.88,0.0,64.19489387794016
UGC00128,31.25,131.0,0.83,45.1,43.92,0.0,62.95217549854811
UGC00128,33.74,131.0,0.75,43.0,42.1,0.0,60.178152181668054
UGC00128,36.23,127.0,1.24,42.3,40.43,0.0,58.51388638605369
UGC00128,38.82,126.0,1.4,42.4,38.83,0.0,57.493729223281385
UGC00128,41.31,130.0,1.62,41.7,37.43,0.0,56.034765101675944
UGC00128,43.8,132.0,2.01,40.21,36.18,0.0,54.09100202436631
UGC00128,46.28,134.0,2.1,38.81,35.02,0.0,52.27443447805055
UGC00128,48.77,129.0,2.66,37.11,33.97,0.0,50.31016795837597
UGC00128,51.26,132.0,4.67,35.72,33.04,0.0,48.65757906020397
UGC00128,53.75,125.0,5.95,34.72,32.1,0.0,47.28518161115594
UGC00191,0.62,29.9,1.42,1.81,21.8,0.0,21.87501085714016
UGC00191,0.87,34.4,2.31,2.95,28.35,0.0,28.50307001008839
UGC00191,1.12,46.3,2.05,4.13,31.91,0.0,32.17615576789745
UGC00191,1.37,49.8,1.87,5.34,34.28,0.0,34.693428772607646
UGC00191,1.62,57.6,2.76,6.6,35.59,0.0,36.196796819608224
UGC00191,2.3,71.3,7.5,10.14,39.66,0.0,40.93574477153188
UGC00191,4.97,76.65,1.09,23.98,41.54,0.0,47.96469534980911
UGC00191,7.45,81.0,0.63,33.08,37.03,0.0,49.6538749746684
UGC00191,9.98,83.85,1.04,33.72,31.94,0.0,46.44568871273199
UGC00634,4.51,69.75,4.15,19.36,43.61,0.0,47.714166659389534
UGC00634,9.01,97.7,1.63,33.73,40.02,0.0,52.33844953760094
UGC00634,13.51,108.0,0.99,39.28,33.41,0.0,51.56691284147229
UGC00634,18.01,107.5,2.32,36.27,28.28,0.0,45.99207866578766
UGC00731,0.91,29.6,2.38,0.8,7.82,0.0,7.8608142071925355
UGC00731,1.81,44.6,2.4,5.58,11.42,0.0,12.710342245588826
UGC00731,2.73,50.4,2.86,7.79,12.3,0.0,14.559330341743058
UGC00731,3.64,56.8,3.43,14.0,13.66,0.0,19.560051124677564
UGC00731,4.55,60.7,2.98,16.12,14.46,0.0,21.655161047657902
UGC00731,5.45,64.7,2.46,18.25,14.91,0.0,23.56630221311778
UGC00731,6.36,68.0,2.38,23.38,14.47,0.0,27.495550549134308
UGC00731,7.28,71.5,2.52,30.0,14.77,0.0,33.43879333947324
UGC00731,8.19,73.4,2.68,33.62,14.75,0.0,36.71330685187593
UGC00731,9.09,74.0,2.83,34.88,13.66,0.0,37.45944473694185
UGC00731,10.0,73.8,3.22,36.0,13.17,0.0,38.33339144923131
UGC00731,10.91,73.9,3.42,35.75,12.83,0.0,37.98251439807533
UGC00891,1.48,24.35,2.92,9.7,18.56,0.0,20.941910132554764
UGC00891,2.97,43.55,1.4,18.44,19.59,0.0,26.903562961065212
UGC00891,4.45,54.15,0.67,22.96,18.92,0.0,29.751100819969672
UGC00891,5.94,60.15,0.48,21.83,18.18,0.0,28.408824333294753
UGC00891,7.39,63.75,0.95,21.02,16.53,0.0,26.741004094835333
UGC01230,0.78,19.8,10.7,2.9,21.08,0.0,21.27854318321628
UGC01230,2.35,55.4,10.7,8.06,40.8,0.0,41.58850321903879
UGC01230,3.91,88.5,10.7,12.62,45.89,0.0,47.59366029210193
UGC01230,5.48,105.0,10.7,16.73,51.07,0.0,53.7404670616101
UGC01230,7.03,106.0,10.7,20.63,52.93,0.0,56.808289888008424
UGC01230,8.6,103.0,10.7,24.32,52.95,0.0,58.26804355733939
UGC01230,13.27,109.0,15.8,34.07,49.67,0.0,60.23183377583651
UGC01230,14.85,113.0,14.7,36.74,48.73,0.0,61.02819430394447
UGC01230,25.8,105.0,10.4,46.59,38.25,0.0,60.28010119434108
UGC01230,32.01,103.0,10.0,43.71,33.76,0.0,55.22953648185
UGC01230,36.54,103.0,10.0,39.61,31.2,0.0,50.42213898675858
UGC01281,0.08,1.41,4.0,-5.85,1.5,0.0,6.0392466417592185
UGC01281,0.23,4.46,4.0,-5.85,3.55,0.0,6.842879510849215
UGC01281,0.38,7.71,4.0,-0.98,5.31,0.0,5.399675916200897
UGC01281,0.54,11.0,4.0,-2.22,8.22,0.0,8.514505270419416
UGC01281,0.69,14.2,4.0,-3.47,10.22,0.0,10.793020893151278
UGC01281,0.84,17.2,5.78,-4.43,12.07,0.0,12.857285872220466
UGC01281,1.0,20.2,4.74,-5.15,13.91,0.0,14.832754295814382
UGC01281,1.15,23.2,4.0,-5.85,15.41,0.0,16.483039768198097
UGC01281,1.3,26.4,7.13,-1.76,16.74,0.0,16.832266632869143
UGC01281,1.46,29.3,4.38,2.33,17.86,0.0,18.011343647823725
UGC01281,1.61,31.6,4.94,5.46,18.77,0.0,19.54800501329995
UGC01281,1.76,34.6,4.0,7.63,19.16,0.0,20.62334841872192
UGC01281,1.92,37.4,7.09,9.79,19.52,0.0,21.837456353705665
UGC01281,2.07,39.9,4.0,11.26,19.66,0.0,22.656195620624395
UGC01281,2.22,42.2,4.37,12.73,19.81,0.0,23.547590110242705
UGC01281,2.38,44.4,4.58,13.9,19.88,0.0,24.25746070799662
UGC01281,2.53,46.7,5.91,14.68,20.02,0.0,24.82544662236714
UGC01281,2.68,48.5,7.72,15.47,19.97,0.0,25.26107281965673
UGC01281,2.76,49.3,9.73,15.76,19.92,0.0,25.400472436551254
UGC01281,3.07,53.0,4.0,16.84,19.61,0.0,25.848359715850442
UGC01281,3.46,54.1,4.0,18.3,19.28,0.0,26.58210676376122
UGC01281,3.83,55.0,4.0,18.5,18.95,0.0,26.48306062372701
UGC01281,4.23,55.7,4.0,18.21,18.54,0.0,25.987221859983418
UGC01281,4.62,56.4,4.0,19.58,18.33,0.0,26.820986186193824
UGC01281,4.99,56.9,4.0,20.46,18.23,0.0,27.403366581498705
UGC02023,0.76,15.1,8.69,0.58,17.55,0.0,17.559581430091097
UGC02023,1.51,28.0,8.69,10.02,30.38,0.0,31.989760861875787
UGC02023,2.27,37.6,8.69,14.0,35.0,0.0,37.69615364994153
UGC02023,3.03,47.9,8.69,14.92,36.8,0.0,39.70952530564927
UGC02023,3.78,58.8,8.69,19.48,36.55,0.0,41.41706049443876
UGC02259,1.02,56.1,3.4,4.05,24.58,0.0,24.911421075482625
UGC02259,2.04,71.1,3.0,7.98,36.06,0.0,36.93242477823518
UGC02259,3.05,80.7,1.5,14.47,40.35,0.0,42.866110157092635
UGC02259,4.07,82.8,1.5,19.07,42.21,0.0,46.31791230182984
UGC02259,5.09,83.7,1.5,21.9,39.32,0.0,45.007470491019596
UGC02259,6.11,86.0,1.5,24.6,37.93,0.0,45.20890288427712
UGC02259,7.13,88.3,2.3,26.68,36.09,0.0,44.881070620028666
UGC02259,8.14,90.0,3.0,25.72,33.53,0.0,42.25848198882681
UGC02455,0.5,16.9,3.64,2.1,41.15,0.0,41.20354960437268
UGC02455,1.0,23.9,3.64,6.14,64.58,0.0,64.87122628716062
UGC02455,1.51,28.2,3.64,11.02,77.99,0.0,78.76471608531322
UGC02455,2.01,33.0,3.64,15.45,76.28,0.0,77.82892071717299
UGC02455,2.52,39.1,3.64,19.59,75.05,0.0,77.56462209022874
UGC02455,3.02,43.8,3.64,23.74,73.51,0.0,77.24835079145703
UGC02455,3.52,53.1,3.64,27.22,69.5,0.0,74.64032690174929
UGC02455,4.03,61.0,3.64,29.76,65.25,0.0,71.71624711318907
UGC02487,9.93,377.0,10.3,-13.26,255.96,207.88,330.0082477757185
UGC02487,10.05,377.0,19.7,-13.37,257.66,206.72,330.60639875840275
UGC02487,10.35,378.0,10.8,-13.47,261.62,204.38,332.2614177120179
UGC02487,15.07,367.0,10.7,-11.85,272.35,172.87,322.7986708460864
UGC02487,20.09,364.0,6.67,13.97,269.96,151.39,309.82655567268597
UGC02487,25.12,375.0,6.19,27.34,262.34,134.72,296.174322992389
UGC02487,30.14,383.0,3.82,34.12,253.37,123.32,283.84565119092457
UGC02487,35.17,378.0,2.21,36.15,235.34,114.11,264.0318734547024
UGC02487,40.19,364.0,4.0,36.15,219.18,106.71,246.4421209939567
UGC02487,45.21,349.0,3.0,35.84,206.41,100.63,232.41340451875834
UGC02487,50.24,338.0,3.08,37.87,194.11,95.47,219.60726285803938
UGC02487,55.26,332.0,2.19,41.62,183.23,91.03,208.7867768801463
UGC02487,60.28,330.0,1.61,44.55,174.98,87.16,200.49830049155028
UGC02487,65.31,329.0,2.2,46.17,166.27,83.74,191.80659373441782
UGC02487,70.33,330.0,3.53,46.48,159.17,80.69,184.4081218384917
UGC02487,75.35,332.0,13.4,44.86,152.96,77.96,177.4456051864909
UGC02487,80.38,333.0,15.3,42.32,147.51,75.48,171.0187501416146
UGC02885,1.7,305.0,10.0,0.0,92.31,265.84,281.41080594035475
UGC02885,3.41,257.0,10.0,0.0,152.76,236.42,281.4783011175106
UGC02885,6.82,256.0,10.0,0.0,220.93,175.44,282.1156828324154
UGC02885,13.67,271.0,10.0,0.0,244.9,123.9,274.45804779601565
UGC02885,19.49,282.0,10.0,0.0,240.52,103.77,261.95053597960055
UGC02885,23.36,287.0,10.0,28.79,238.85,94.78,258.5757819286253
UGC02885,27.24,283.0,10.0,40.2,232.97,87.77,252.17976485039398
UGC02885,31.22,280.0,10.0,45.05,223.71,81.99,242.48304414948277
UGC02885,35.1,280.0,10.0,50.3,214.74,77.32,233.71294358678554
UGC02885,38.97,281.0,10.0,59.7,206.96,73.38,227.55473187784955
UGC02885,42.85,282.0,10.0,67.17,198.69,69.98,221.10342692957067
UGC02885,46.73,287.0,10.0,65.05,189.07,67.02,210.88064823496725
UGC02885,50.71,292.0,10.0,71.21,184.25,64.33,207.7432923104859
UGC02885,54.58,298.0,10.0,79.19,180.41,62.01,206.55281237494685
UGC02885,58.46,298.0,10.0,83.33,174.83,59.92,202.7309157479441
UGC02885,62.34,298.0,10.0,83.33,168.07,58.02,196.36123395415908
UGC02885,66.21,298.0,10.0,82.83,162.78,56.3,191.1225452425747
UGC02885,70.19,298.0,10.0,85.86,158.17,54.68,188.09463283145533
UGC02885,74.07,298.0,10.0,86.26,152.97,53.23,183.50488113399055
UGC02916,0.37,183.0,47.6,-2.62,11.2,123.59,124.12410120520511
UGC02916,0.74,196.0,40.7,-3.79,21.14,191.42,192.62107906457175
UGC02916,1.11,205.0,14.1,-4.87,30.05,218.87,220.97691350003058
UGC02916,1.48,211.0,7.89,-5.72,38.06,240.05,243.1157841440987
UGC02916,1.84,214.0,1.48,-6.31,45.23,258.74,262.7393320384293
UGC02916,2.21,214.0,1.5,-6.65,51.92,273.65,278.61125497725317
UGC02916,2.6,213.0,2.64,-6.69,58.41,280.2,286.3014568597233
UGC02916,2.96,211.0,4.5,-6.41,63.99,275.3,282.7116874131666
UGC02916,3.17,210.0,8.68,-6.08,66.97,274.94,283.0440794293355
UGC02916,3.33,209.0,3.0,-5.72,69.15,273.2,281.8735193309226
UGC02916,3.7,207.0,1.6,-4.34,74.09,268.56,278.62633992499707
UGC02916,4.07,206.0,1.73,0.84,78.64,262.81,274.32471871852886
UGC02916,4.44,205.0,3.45,5.14,83.02,255.92,269.0980980980728
UGC02916,4.81,205.0,2.77,7.67,87.31,248.41,263.41866505621806
UGC02916,5.18,206.0,7.48,9.9,90.63,241.01,257.67736998036906
UGC02916,5.55,207.0,5.02,12.08,91.17,233.88,251.31205641592288
UGC02916,5.92,208.0,7.7,14.21,91.98,227.13,245.4593273843958
UGC02916,6.28,210.0,1.95,16.44,93.75,220.9,240.53304575463224
UGC02916,6.34,210.0,4.78,16.75,94.14,219.93,239.81681967701934
UGC02916,6.65,212.0,1.96,18.67,96.53,214.9,236.3231258256373
UGC02916,7.03,214.0,0.76,20.8,99.17,209.22,232.46577662098994
UGC02916,7.39,215.0,2.22,22.73,101.39,204.19,229.1072698541013
UGC02916,7.77,216.0,1.76,24.56,103.08,199.24,225.66625268302747
UGC02916,8.14,217.0,1.53,26.28,105.18,194.76,222.9011628502642
UGC02916,8.51,218.0,7.7,27.91,106.86,190.42,220.13133375328465
UGC02916,8.88,218.0,6.86,29.33,108.2,186.31,217.43712884417877
UGC02916,9.25,218.0,8.37,30.55,109.65,182.7,215.25732275581242
UGC02916,9.52,218.0,3.93,31.16,110.49,180.08,213.55980918702846
UGC02916,9.62,218.0,4.05,31.36,110.78,179.14,212.94787531224628
UGC02916,9.99,217.0,20.2,32.17,111.77,175.79,210.78322015758275
UGC02916,10.4,217.0,4.2,33.08,112.69,172.23,208.46221576103426
UGC02916,10.71,216.0,3.16,34.0,113.45,169.76,206.99120778429213
UGC02916,11.12,215.0,6.72,35.01,114.16,166.6,204.97259743682812
UGC02916,12.67,212.0,1.82,39.99,115.88,156.1,198.48069049658204
UGC02916,12.98,211.0,16.6,41.0,116.15,154.24,197.3874365302919
UGC02916,15.86,209.0,8.38,52.47,115.82,139.51,188.76020078395763
UGC02916,19.05,215.0,13.2,66.17,112.66,127.33,182.43813581595268
UGC02916,22.14,215.0,13.9,76.32,108.18,118.11,177.41935322844574
UGC02916,25.34,210.0,10.6,79.67,102.95,110.4,170.68734985346748
UGC02916,28.53,196.0,12.8,78.35,97.69,104.04,162.807801410129
UGC02916,31.72,185.0,11.5,74.49,92.71,98.67,154.53049246022613
UGC02916,34.91,182.0,10.8,72.76,88.3,94.06,148.11546576910865
UGC02916,38.0,181.0,10.3,70.63,85.07,90.15,142.6622735694339
UGC02953,0.09,231.0,52.9,-0.75,12.18,80.49,81.4097967077673
UGC02953,0.17,231.0,27.9,-0.9,23.29,154.33,156.08005317784847
UGC02953,0.26,231.0,16.4,-0.97,35.2,203.79,206.8099248101986
UGC02953,0.34,231.0,11.9,-1.0,45.31,224.63,229.156350555685
UGC02953,0.43,232.0,8.04,-1.04,56.16,236.57,243.14685295105093
UGC02953,0.51,232.0,6.53,-1.11,65.37,243.18,251.81537165153364
UGC02953,0.6,232.0,4.75,-1.21,75.35,248.89,260.04868524951246
UGC02953,0.69,232.0,4.0,-1.34,84.97,252.61,266.5211222398705
UGC02953,0.77,233.0,5.69,-1.48,93.17,255.01,271.50126961029116
UGC02953,0.86,233.0,4.83,-1.64,102.03,256.4,275.95972622830305
UGC02953,0.95,234.0,10.8,-1.82,110.51,257.17,279.91459661832573
UGC02953,1.03,235.0,10.3,-2.0,117.74,258.4,283.96701850743153
UGC02953,1.11,235.0,10.6,-2.17,124.74,258.76,287.2655811265944
UGC02953,1.2,236.0,10.2,-2.35,132.45,259.47,291.33006350186383
UGC02953,1.29,237.0,10.6,-2.54,139.94,259.74,295.05003440094697
UGC02953,1.38,238.0,14.2,-2.73,147.1,259.48,298.28800394920347
UGC02953,1.46,238.0,14.1,-2.94,153.23,258.65,300.6458032303128
UGC02953,1.55,239.0,19.6,-3.15,159.87,257.13,302.7939502367905
UGC02953,1.63,240.0,17.8,-3.37,165.58,255.36,304.3629788591247
